loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,sub_grade,emp_length,home_ownership,annual_inc,verification_status,pymnt_plan,purpose,dti,delinq_2yrs,inq_last_6mths,mths_since_last_delinq,open_acc,pub_rec,revol_bal,revol_util,total_acc,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_amnt,collections_12_mths_ex_med,policy_code,acc_now_delinq,default_ind
8650,8650,8650,36,8.9,274.67,A5,11,MORTGAGE,60000,1,n,other,23.26,0,0,,11,0,24242,81.9,34,0,0,9887.489966,9887.49,8650,1237.49,0,0,0,4.55,0,1,0,0
3500,3500,3500,36,8.9,111.14,A5,5,RENT,59000,0,n,medical,9.17,0,0,,7,0,5942,78.2,15,0,0,3938.25,3938.25,3500,438.25,0,0,0,1385.7,0,1,0,0
35000,35000,35000,36,10.65,1140.07,B2,7,MORTGAGE,90000,1,n,debt_consolidation,17.41,0,1,,12,0,42673,41.3,42,0,0,41033.67597,41033.68,35000,6033.68,0,0,0,2298.03,0,1,0,0
15000,15000,14500,60,10.65,323.53,B2,6,MORTGAGE,200000,1,n,major_purchase,4.43,0,0,,7,0,44505,15.8,27,0,0,17737.69382,17145.57,15000,2737.69,0,0,0,154.26,0,1,0,0
4950,4950,4950,36,7.9,154.89,A4,3,OWN,13200,1,n,debt_consolidation,15.36,0,1,,5,0,3165,14.4,6,0,0,5560.286726,5560.29,4950,610.29,0,0,0,917.64,0,1,0,0
10000,10000,10000,36,14.27,343.09,C2,11,RENT,90000,1,n,small_business,11.43,1,1,14,10,0,2575,67.8,21,0,0,5186.35,5186.35,3313.39,1488.93,0,384.03,3.89,351.93,0,1,0,1
10000,10000,10000,36,7.9,312.91,A4,4,RENT,66000,0,n,debt_consolidation,19.42,0,2,,5,0,9333,38.1,19,0,0,10426.4,10426.4,10000,426.4,0,0,0,8550.45,0,1,0,0
4800,4800,4800,36,12.69,161.02,B5,6,RENT,33000,0,n,other,4.22,0,0,,3,0,1937,96.8,18,0,0,5789.469928,5789.47,4800,989.47,0,0,0,496.87,0,1,0,0
3200,3200,3200,36,13.49,108.58,C1,11,MORTGAGE,78000,1,n,debt_consolidation,15.26,0,2,29,9,0,9402,72.3,25,0,0,3904.960816,3904.96,3200,704.96,0,0,0,121.67,0,1,0,0
10575,10575,10325,60,11.71,233.69,B3,3,MORTGAGE,50000,1,n,debt_consolidation,22.81,0,0,,12,0,43365,52.9,24,2436.58,2379.14,11434.34,11163.76,8138.43,3295.91,0,0,0,233.69,0,1,0,0
3000,3000,3000,36,9.91,96.68,B1,5,MORTGAGE,34800,0,n,house,14.17,0,3,,3,0,4541,50.5,10,0,0,3072.71,3072.71,3000,72.71,0,0,0,2880.42,0,1,0,0
2850,2850,2850,36,15.27,99.18,C4,3,RENT,19200,1,n,debt_consolidation,18.75,0,3,,11,0,4644,43.8,13,0,0,3055.98,3055.98,2850,205.98,0,0,0,2560.26,0,1,0,0
6000,6000,6000,36,14.27,205.86,C2,11,MORTGAGE,195000,1,n,vacation,16.47,0,2,,13,0,51187,92.2,31,0,0,7407.119539,7407.12,6000,1407.12,0,0,0,217.14,0,1,0,0
2500,2500,2500,36,11.71,82.69,B3,11,MORTGAGE,67000,1,n,debt_consolidation,17.3,0,1,82,16,1,12798,69.9,41,0,0,2974.970054,2974.97,2500,474.97,0,0,0,90.27,0,1,0,0
15000,15000,15000,36,16.77,533.08,D2,3,MORTGAGE,133000,1,n,credit_card,1.38,1,1,4,6,0,6376,55,29,0,0,18023.07,18023.07,15000,3023.07,0,0,0,8975.47,0,1,0,0
12500,12500,12225,60,17.58,314.57,D4,11,RENT,74400,1,n,debt_consolidation,14.44,0,0,49,8,0,8159,81,13,0,0,14709.41,14385.59,12500,2209.41,0,0,0,10959.4,0,1,0,0
14000,14000,13750,36,7.9,438.07,A4,11,RENT,72000,1,n,credit_card,19.63,0,0,34,6,0,26752,74.5,10,0,0,15099.02,14829.39,14000,1099.02,0,0,0,697.1,0,1,0,0
3700,3700,3700,36,15.96,130.01,C5,1,RENT,40000,0,n,debt_consolidation,14.34,0,2,24,6,0,11741,87.6,12,0,0,4407.66,4407.66,3700,707.66,0,0,0,2203.24,0,1,0,0
3000,3000,3000,36,7.9,93.88,A4,0,RENT,18000,1,n,moving,4.33,0,0,,5,1,1558,20.8,6,0,0,3101.46,3101.46,3000,101.46,0,0,0,163.79,0,1,0,0
1800,1800,1800,36,14.65,62.09,C3,8,MORTGAGE,70000,0,n,debt_consolidation,16.15,1,1,23,7,0,5742,56.3,32,0,0,2234.77613,2234.78,1800,434.78,0,0,0,2.2,0,1,0,0
5000,5000,5000,36,8.9,158.77,A5,0,RENT,35000,1,n,debt_consolidation,8.16,0,2,,8,0,6867,26.7,17,0,0,5611.6,5611.6,5000,611.6,0,0,0,2124.11,0,1,0,0
13600,13600,13600,36,7.9,425.55,A4,2,RENT,88000,0,n,debt_consolidation,10.42,0,0,,16,0,13791,42.2,33,0,0,15260.38563,15260.39,13600,1660.39,0,0,0,2930.24,0,1,0,0
32875,32875,32426.02466,60,19.42,860.42,E3,11,MORTGAGE,87600,1,n,debt_consolidation,23.73,0,0,,18,0,52736,63.1,43,0,0,41968.74,41367.22,32874.99,9093.75,0,0,0,26518.07,0,1,0,0
10000,10000,10000,36,12.42,334.16,B4,3,RENT,78000,1,n,debt_consolidation,2.37,0,2,45,6,0,2038,29.1,9,0,0,12027.48134,12027.48,10000,2027.48,0,0,0,341.33,0,1,0,0
20000,20000,19700,60,13.49,460.1,C1,3,RENT,84000,1,n,debt_consolidation,19.66,0,0,,15,0,32478,57.8,43,0,0,23944.3,23585.03,19999.99,3944.31,0,0,0,15238.24,0,1,0,0
21100,21100,21093.73907,36,8.9,670,A5,2,MORTGAGE,72000,1,n,debt_consolidation,19.2,0,1,28,9,0,91352,57.9,25,0,0,22932.82,22924.92,21100,1832.82,0,0,0,14235.47,0,1,0,0
12000,12000,12000,36,10.65,390.88,B2,2,RENT,42000,1,n,debt_consolidation,15.29,0,0,,12,1,19972,59.1,24,0,0,14069.51733,14069.52,12000,2069.52,0,0,0,400.33,0,1,0,0
20000,20000,19575,60,10.65,431.37,B2,6,MORTGAGE,133000,1,n,debt_consolidation,20.92,0,0,,10,0,112522,19.7,32,0,0,24845.07442,24316.66,20000,4845.07,0,0,0,9841.95,0,1,0,0
10000,10000,10000,36,6.62,307.04,A2,8,OWN,85000,0,n,debt_consolidation,12.3,0,0,,7,0,0,0,34,0,0,10309.65,10309.65,10000,309.65,0,0,0,8778.98,0,1,0,0
24000,24000,23974.7528,60,17.27,599.96,D3,3,MORTGAGE,106000,1,n,small_business,6.6,0,1,,5,0,31624,77.3,35,0,0,33119.72119,33063.56,24000,9119.72,0,0,0,13963.46,0,1,0,0
15000,15000,15000,36,6.03,456.54,A1,11,RENT,50000,1,n,debt_consolidation,6.6,0,3,,6,0,14644,22.4,18,0,0,15220.78,15220.78,15000,220.78,0,0,0,14309.02,0,1,0,0
5000,5000,5000,36,13.49,169.66,C1,3,RENT,38400,0,n,debt_consolidation,15.19,0,2,,8,0,11254,76.6,10,0,0,6105.728305,6105.73,5000,1105.73,0,0,0,175.19,0,1,0,0
8000,8000,8000,36,16.77,284.31,D2,6,RENT,40000,0,n,debt_consolidation,19.89,0,3,,12,0,8642,73.9,23,0,0,5676.4,5676.4,3942.25,1734.15,0,0,0,284.31,0,1,0,1
16000,16000,16000,36,6.03,486.97,A1,11,MORTGAGE,98000,0,n,home_improvement,17.11,0,1,,15,0,11085,8.1,31,0,0,17168.49,17168.49,16000,1168.49,0,0,0,8408.51,0,1,0,0
21000,21000,20975,36,7.9,657.1,A4,11,RENT,79000,1,n,home_improvement,10.15,0,3,,7,0,144,0.7,27,0,0,23653.16122,23625.01,21000,2653.16,0,0,0,670.52,0,1,0,0
4000,4000,4000,36,10.65,130.3,B2,11,MORTGAGE,300000,1,n,debt_consolidation,13.63,0,0,,16,0,120504,92.9,25,0,0,4169.04,4169.04,4000,169.04,0,0,0,3648.54,0,1,0,0
4400,4400,4400,36,11.71,145.54,B3,11,MORTGAGE,120000,1,n,credit_card,18.07,0,1,,12,0,20403,22.7,42,0,0,4750.02,4750.02,4400,350.02,0,0,0,72.49,0,1,0,0
12000,12000,12000,60,13.49,276.06,C1,0,RENT,100000,1,n,debt_consolidation,20.88,0,0,,13,0,44089,85.3,25,0,0,11556.39,11556.39,6417.13,3770.9,0,1368.36,241.5906,276.06,0,1,0,1
15000,15000,15000,36,6.03,456.54,A1,0,MORTGAGE,57500,1,n,wedding,0.96,0,0,,7,0,508,1.4,14,0,0,16353.33764,16353.34,15000,1353.34,0,0,0,4032.43,0,1,0,0
7000,7000,7000,36,14.65,241.46,C3,0,RENT,50000,1,n,debt_consolidation,11.28,0,1,,7,0,7956,69.8,11,0,0,8684.013862,8684.01,7000,1684.01,0,0,0,722.31,0,1,0,0
4000,4000,4000,60,15.27,95.73,C4,9,RENT,19200,0,n,car,7.13,0,1,,8,0,2640,15.8,8,987.02,987.02,4672.14,4672.14,3012.98,1659.16,0,0,0,95.73,0,1,0,0
7750,7750,7750,36,12.69,259.98,B5,8,MORTGAGE,29000,1,n,credit_card,13.94,0,2,,8,0,11416,57.1,15,0,0,8603.23,8603.23,7750,853.23,0,0,0,5750.08,0,1,0,0
11500,11500,11500,36,8.9,365.17,A5,6,MORTGAGE,55000,1,n,debt_consolidation,18.52,0,0,75,10,0,10630,47.9,33,0,0,12971.51,12971.51,11500,1471.51,0,0,0,4217.57,0,1,0,0
22750,22750,22725,60,17.58,572.52,D4,11,MORTGAGE,45000,1,n,debt_consolidation,16.93,0,1,75,7,0,25993,72.1,16,0,0,31889.19132,31854.22,22750,9139.19,0,0,0,13104.98,0,1,0,0
18000,18000,18000,36,11.71,595.37,B3,0,RENT,85000,1,n,credit_card,14.19,0,1,,22,0,10806,23.9,29,0,0,21428.57188,21428.57,18000,3428.57,0,0,0,614.11,0,1,0,0
12000,12000,11750,60,12.42,269.49,B4,7,MORTGAGE,39481,0,n,debt_consolidation,16.2,0,0,,7,0,10792,69.6,23,0,0,14175.51,13880.13,12000,2175.51,0,0,0,9067.01,0,1,0,0
15000,15000,15000,36,15.27,521.97,C4,1,RENT,30000,1,n,debt_consolidation,10.36,0,3,,7,0,15978,79.9,10,0,0,18782.98968,18782.99,15000,3782.99,0,0,0,545.09,0,1,0,0
35000,35000,34797.53729,60,19.91,925.54,E4,1,RENT,300000,1,n,debt_consolidation,3.85,0,0,,5,0,77145,70.7,23,0,0,48356.61,48073.76,35000,13356.61,0,0,0,24306.87,0,1,0,0
25000,25000,24600,60,11.71,552.46,B3,11,MORTGAGE,75000,1,n,debt_consolidation,13.42,0,0,,5,0,18591,37.9,19,0,0,29255.92,28787.72,25000,4255.92,0,0,0,18805.04,0,1,0,0
22000,22000,21750,36,11.71,727.68,B3,3,RENT,84000,1,n,debt_consolidation,13.26,0,0,42,6,0,3471,26.5,21,0,0,26297.79346,25998.93,22000,4297.79,0,0,0,127.87,0,1,0,0
25600,25600,25472.82947,60,14.27,599.26,C2,4,RENT,86000,1,n,debt_consolidation,26.51,0,1,,16,0,33021,70.8,32,0,0,32820.42757,32639.52,25600,7220.43,0,0,0,16083.78,0,1,0,0
9000,9000,9000,36,6.62,276.34,A2,4,MORTGAGE,54000,0,n,debt_consolidation,11.8,0,0,,10,0,7219,66.2,23,0,0,9914.313599,9914.31,9000,914.31,0,0,0,1918.27,0,1,0,0
9500,9500,9500,36,11.71,314.23,B3,2,MORTGAGE,90000,1,n,debt_consolidation,22.63,0,0,47,20,0,14206,36.8,44,0,0,10023.05,10023.05,9500,523.05,0,0,0,5454.68,0,1,0,0
11200,11200,11200,36,11.71,370.46,B3,3,RENT,78402,0,n,debt_consolidation,10.24,1,0,5,3,0,1094,31.3,16,0,0,13375.37534,13375.38,11200,2175.38,0,0,0,789.69,0,1,0,0
16000,16000,15800,60,19.42,418.76,E3,1,MORTGAGE,60000,1,n,debt_consolidation,6.2,0,2,,3,1,6150,53.4,20,0,0,23550.23687,23255.82,16000,7550.24,0,0,0,8516.06,0,1,0,0
4000,4000,4000,36,7.9,125.17,A4,6,RENT,45000,1,n,credit_card,4.96,0,0,51,4,0,3908,31.3,9,0,0,4520.311154,4520.31,4000,505.31,15,0,0,18.6,0,1,0,0
8000,8000,8000,36,19.42,294.95,E3,3,RENT,30000,1,n,debt_consolidation,18.56,0,1,,6,0,0,,10,0,0,10704.05102,10704.05,8000,2689.06,14.99556962,0,0,76.83,0,1,0,0
14000,14000,14000,60,13.49,322.07,C1,11,MORTGAGE,45000,1,n,debt_consolidation,14.43,0,3,,6,0,18193,83.1,14,0,0,12979.01,12979.01,3252.56,2522.02,0,7204.43,360.8226,322.07,0,1,0,1
6000,6000,6000,36,14.27,205.86,C2,5,MORTGAGE,180000,1,n,other,18.47,0,1,37,15,0,101144,66.8,35,0,0,6980.55,6980.55,6000,980.55,0,0,0,3693.02,0,1,0,0
16000,16000,16000,36,16.77,568.62,D2,11,MORTGAGE,144000,1,n,debt_consolidation,21.03,0,3,48,20,0,48014,68.4,60,0,0,19006.54,19006.54,16000,3006.54,0,0,0,569,0,1,0,0
21000,21000,20750,60,12.69,474.49,B5,11,MORTGAGE,75000,1,n,small_business,13.92,0,2,50,6,0,4543,82.6,23,4923.09,4864.26,23216.47,22940.46,16076.9,7139.57,0,0,0,474.49,0,1,0,0
10000,10000,10000,36,9.91,322.25,B1,1,RENT,45000,0,n,credit_card,20.88,0,0,,7,0,9336,92.1,18,0,0,11109.85,11109.85,10000,1109.85,0,0,0,671.88,0,1,0,0
12000,12000,12000,36,10.65,390.88,B2,3,MORTGAGE,60000,0,n,credit_card,16.98,0,3,,12,0,15205,76.8,24,0,0,14068.13733,14068.14,12000,2068.14,0,0,0,789.83,0,1,0,0
17200,17200,17200,36,14.27,590.12,C2,0,RENT,75000,1,n,credit_card,12.8,0,0,,7,0,8614,83.6,14,0,0,18534.76,18534.76,17200,1334.76,0,0,0,185.63,0,1,0,0
12000,12000,12000,36,14.65,413.94,C3,11,MORTGAGE,88000,1,n,home_improvement,15.14,0,2,,9,1,33331,55.7,17,0,0,14334,14334,12000,2334,0,0,0,6061.35,0,1,0,0
18250,18250,18125,60,13.49,419.84,C1,11,MORTGAGE,45000,1,n,debt_consolidation,20.03,0,1,39,9,0,2867,44.1,62,0,0,7134.86,7085.9,3982.02,3152.84,0,0,0,26.69,0,1,0,1
3000,3000,3000,36,12.42,100.25,B4,0,RENT,43500,1,n,other,24.5,0,0,,5,0,27722,97.2,9,0,0,3638.134902,3638.13,3000,608.15,29.98204489,0,0,18.67,0,1,0,0
6700,6700,6700,36,8.9,212.75,A5,3,MORTGAGE,22080,0,n,credit_card,21.41,0,0,69,8,0,13570,71.8,22,0,0,7657.89508,7657.9,6700,957.9,0,0,0,217.86,0,1,0,0
10000,10000,10000,36,6.62,307.04,A2,11,MORTGAGE,91154,1,n,other,5.85,1,0,4,15,0,15362,33.1,33,0,0,10710.92,10710.92,10000,710.92,0,0,0,6114.24,0,1,0,0
23500,23500,23500,36,13.49,797.37,C1,0,MORTGAGE,48000,1,n,debt_consolidation,12.2,0,2,,7,0,13372,59.4,26,0,0,27812.99,27812.99,23500,4312.99,0,0,0,9837.21,0,1,0,0
3000,3000,3000,36,12.69,100.64,B5,11,MORTGAGE,47000,1,n,home_improvement,18.23,0,1,,9,0,3808,53.6,23,0,0,3620.288528,3620.29,3000,620.29,0,0,0,109.77,0,1,0,0
35000,35000,34551.02493,60,19.42,916.03,E3,3,MORTGAGE,180000,1,n,debt_consolidation,11.23,0,0,,18,0,41044,41.3,54,0,0,53951.73991,53237.75,35000,18951.74,0,0,0,10898.33,0,1,0,0
25000,25000,24875,36,7.9,782.26,A4,4,MORTGAGE,118000,1,n,home_improvement,0.02,0,3,,8,0,50,0.2,18,0,0,28157.93359,28017.17,25000,3157.93,0,0,0,1581.07,0,1,0,0
11050,11050,11050,36,12.69,370.68,B5,2,RENT,120000,0,n,debt_consolidation,8.88,1,0,8,8,0,17242,80.2,24,0,0,13169.40169,13169.4,11050,2119.4,0,0,0,3554.94,0,1,0,0
11200,11200,11200,36,14.27,384.26,C2,11,OWN,46000,1,n,credit_card,19.38,0,3,,12,0,12566,72.2,33,0,0,12391.75,12391.75,11200,1191.75,0,0,0,8938.92,0,1,0,0
3000,3000,3000,36,19.91,111.36,E4,11,MORTGAGE,71760,0,n,other,5.89,0,1,37,4,0,988,98.8,8,0,0,3367.57,3367.57,3000,367.57,0,0,0,2591.25,0,1,0,0
8000,8000,8000,36,7.9,250.33,A4,6,RENT,75000,1,n,car,7.41,0,1,,7,0,4696,48.1,9,0,0,9010.694596,9010.69,8000,1010.69,0,0,0,255.35,0,1,0,0
12000,12000,11750,60,14.27,280.91,C2,5,RENT,53100,1,n,debt_consolidation,22.85,0,0,74,11,0,11262,64,24,2898.73,2838.69,13728.31,13441.63,9101.27,4627.04,0,0,0,280.91,0,1,0,0
8000,8000,8000,36,14.27,274.48,C2,11,MORTGAGE,110000,1,n,wedding,10.8,0,2,36,20,0,16912,56.9,37,0,0,9878.490759,9878.49,8000,1878.49,0,0,0,281.95,0,1,0,0
8000,8000,8000,36,12.69,268.36,B5,2,MORTGAGE,40000,0,n,debt_consolidation,23.13,0,2,,6,0,2378,29.4,16,0,0,2771.77,2771.77,1722.79,688.58,0,360.4,3.55,268.36,0,1,0,1
6000,6000,6000,36,6.62,184.23,A2,3,RENT,24000,1,n,other,18.45,0,2,68,7,0,2153,12,13,0,0,6630.844534,6630.84,6000,630.84,0,0,0,192.24,0,1,0,0
8500,8500,8500,36,14.27,291.63,C2,2,RENT,18000,1,n,credit_card,12.53,0,2,,5,0,6644,63.3,6,0,0,10496.02728,10496.03,8500,1996.03,0,0,0,299.51,0,1,0,0
14000,14000,14000,36,7.9,438.07,A4,1,MORTGAGE,111239.96,1,n,credit_card,23.11,0,0,,10,0,105240,41.7,24,0,0,15751.53521,15751.54,14000,1751.54,0,0,0,1744.91,0,1,0,0
18000,18000,18000,36,7.9,563.23,A4,3,MORTGAGE,46000,0,n,debt_consolidation,10.17,0,1,,7,0,17974,43.3,16,0,0,20274.08151,20274.08,18000,2274.08,0,0,0,575.34,0,1,0,0
3650,3650,3650,36,9.91,117.63,B1,1,MORTGAGE,12960,1,n,other,6.39,0,0,54,3,0,2527,56.2,6,0,0,4233.201516,4233.2,3650,583.2,0,0,0,122.63,0,1,0,0
22575,22575,22375,60,20.89,609.34,F1,0,MORTGAGE,84000,1,n,small_business,2.41,2,2,21,6,0,948,14.4,30,0,0,8529.18,8453.72,3390,5124.1,0,15.08,0,609.34,0,1,0,1
35000,35000,34773.91718,60,15.96,850.39,C5,11,MORTGAGE,102158,1,n,major_purchase,14.61,0,1,26,24,0,93973,35.2,55,0,0,46120.46053,45802.37,35000,11120.46,0,0,0,22370.64,0,1,0,0
16000,16000,15750,60,19.03,415.32,E2,11,RENT,75000,1,n,debt_consolidation,8.4,0,0,,5,0,6147,87.8,11,0,0,18583.03,18292.51,16000,2583.03,0,0,0,8463.83,0,1,0,0
2400,2400,2400,36,9.91,77.34,B1,n/a,RENT,8280,0,n,credit_card,8.12,0,0,34,4,0,1921,14.8,10,0,0,2724.269339,2724.27,2400,324.27,0,0,0,292.75,0,1,0,0
20000,20000,19875,60,14.27,468.17,C2,11,MORTGAGE,102000,1,n,small_business,8.46,0,0,31,5,0,13046,50,29,4828.82,4798.72,22888.01,22744.83,15171.18,7716.83,0,0,0,468.17,0,1,0,0
8000,8000,8000,36,14.27,274.48,C2,3,RENT,90000,1,n,debt_consolidation,9.68,0,1,,8,0,6163,88,10,0,0,9673.21,9673.21,8000,1673.21,0,0,0,3100.34,0,1,0,0
24000,24000,23900,60,12.69,542.28,B5,5,MORTGAGE,94000,1,n,small_business,17.8,0,2,,16,0,11605,31.7,28,5632.66,5609.15,26521.49,26411.05,18367.34,8154.15,0,0,0,542.28,0,1,0,0
35000,35000,34550,60,11.71,773.44,B3,4,RENT,80000,1,n,debt_consolidation,22.61,0,0,,9,0,32119,53.5,22,0,0,44995.65105,44417.14,35000,9995.65,0,0,0,14859.57,0,1,0,0
17000,17000,17000,60,18.64,437.63,E1,11,OWN,70000,1,n,debt_consolidation,19.2,1,1,21,7,0,25039,80.3,40,0,0,25825.35995,25825.36,17000,8825.36,0,0,0,5256.75,0,1,0,0
12500,12500,12500,36,19.03,458.39,E2,11,MORTGAGE,96000,0,n,other,17.82,0,0,,5,0,3760,94,20,0,0,15699.75,15699.75,12500,3199.75,0,0,0,6541.57,0,1,0,0
12000,12000,11975,60,18.25,306.36,D5,n/a,RENT,24000,1,n,debt_consolidation,10.4,2,0,17,5,0,9905,50.3,29,0,0,7657.7,7641.88,3716.47,3941.23,0,0,0,37.05,0,1,0,1
6400,6400,6400,36,8.9,203.23,A5,n/a,RENT,35000,1,n,wedding,18.45,0,0,,4,0,330,9.4,5,0,0,7314.804626,7314.8,6400,914.8,0,0,0,208.77,0,1,0,0
2400,2400,2400,36,14.65,82.79,C3,1,RENT,35000,0,n,debt_consolidation,2.71,0,2,,11,0,1556,53.7,12,0,0,2926.28,2926.28,2400,526.28,0,0,0,861.52,0,1,0,0
5000,5000,5000,36,8.9,158.77,A5,6,MORTGAGE,140000,1,n,debt_consolidation,20.86,0,1,,14,0,37513,68.6,29,0,0,5714.596188,5714.6,5000,714.6,0,0,0,163.86,0,1,0,0
20000,20000,20000,36,12.42,668.31,B4,3,RENT,110000,1,n,debt_consolidation,11.5,0,2,32,13,0,990,27.2,31,0,0,22708.45,22708.45,20000,2708.45,0,0,0,12694.65,0,1,0,0
6000,6000,6000,36,9.91,193.35,B1,11,RENT,45000,0,n,credit_card,16.43,1,1,17,7,0,7593,74.5,22,0,0,6980.006353,6980.01,6000,965.01,15,0,0,203.7,0,1,0,0
11500,11500,11500,36,12.42,384.28,B4,4,RENT,50000,1,n,debt_consolidation,16.56,1,1,17,16,0,6888,39.6,55,0,0,13791.95024,13791.95,11500,2291.95,0,0,0,1893.58,0,1,0,0
25000,25000,24750,36,9.91,805.63,B1,3,RENT,66000,1,n,debt_consolidation,15.38,0,0,,9,0,11395,46.5,21,0,0,27805.73,27527.66,25000,2805.73,0,0,0,14931.88,0,1,0,0
5300,5300,5300,36,14.65,182.82,C3,11,RENT,43218,1,n,debt_consolidation,24.88,0,1,,7,0,27067,97,18,0,0,6440.78,6440.78,5300,1140.78,0,0,0,2059.78,0,1,0,0
6400,6400,6400,60,18.25,163.39,D5,5,RENT,33000,1,n,major_purchase,9.05,0,3,25,4,0,2237,60.5,6,0,0,366.75,366.75,0,0,0,366.75,66.015,0,0,1,0,1
16000,16000,15975,60,15.27,382.92,C4,5,RENT,43000,1,n,debt_consolidation,22.94,0,1,,15,0,13724,28.8,22,0,0,16204.53,16179.21,16000,204.53,0,0,0,16207.11,0,1,0,0
20375,20375,20125,60,17.27,509.34,D3,5,MORTGAGE,62510,1,n,debt_consolidation,21.52,0,0,35,9,0,10432,27.2,27,0,0,24891.28,24585.78,20375,4516.28,0,0,0,16772.03,0,1,0,0
15000,15000,15000,36,14.65,517.42,C3,2,MORTGAGE,75000,1,n,credit_card,13.07,0,3,,9,1,7397,78.7,17,0,0,18624.33616,18624.34,15000,3624.34,0,0,0,524.9,0,1,0,0
30000,30000,29977.71978,60,22.35,834.55,F5,1,RENT,290000,1,n,debt_consolidation,7.26,0,0,,12,0,46231,51.4,36,8255.08,8255.08,40864.92,40802.37,21744.91,19120.01,0,0,0,834.55,0,1,0,0
21600,21600,21593.67279,36,7.51,672,A3,2,MORTGAGE,70000,1,n,debt_consolidation,7.87,0,0,,6,0,2202,24.5,26,0,0,23682.32,23674.62,21600.01,2082.31,0,0,0,4447.97,0,1,0,0
21000,21000,20625,60,14.27,491.58,C2,11,MORTGAGE,83400,1,n,debt_consolidation,21.63,0,0,,12,0,35006,84.7,32,0,0,24620.29,24180.5,21000,3620.29,0,0,0,17275.25,0,1,0,0
35000,35000,33808.22689,60,12.42,786.01,B4,2,MORTGAGE,61200,1,n,debt_consolidation,22.43,0,0,,8,0,6287,40.8,19,8142.36,8113.2,38497.75,36509.91,26857.64,11640.11,0,0,0,786.01,0,1,0,0
12000,12000,12000,60,17.27,299.98,D3,2,RENT,82500,1,n,debt_consolidation,14.11,0,0,,3,0,10109,91.9,11,3049.48,3049.48,14661.92,14661.92,8950.51,5711.41,0,0,0,299.98,0,1,0,0
5000,5000,5000,36,8.9,158.77,A5,0,RENT,42000,1,n,debt_consolidation,16.74,0,0,51,16,0,1540,24.8,42,0,0,5714.556301,5714.56,5000,714.56,0,0,0,164.09,0,1,0,0
24000,24000,23718.65538,36,7.9,750.97,A4,4,MORTGAGE,115000,1,n,debt_consolidation,17.82,0,0,,16,0,11765,47.6,34,0,0,27031.02127,26713.48,24000,3031.02,0,0,0,15.27,0,1,0,0
4500,4500,4500,36,6.62,138.17,A2,0,RENT,36000,1,n,debt_consolidation,9.43,0,1,,12,0,3268,11.3,28,0,0,4845.35,4845.35,4500,345.35,0,0,0,2042.52,0,1,0,0
3500,3500,3500,36,15.27,121.8,C4,1,RENT,26400,0,n,debt_consolidation,7.05,0,1,,4,0,2547,70.7,8,0,0,4414.649223,4414.65,3500,884.65,30,0,0,16.69,0,1,0,0
5000,5000,5000,60,15.27,119.66,C4,4,MORTGAGE,96000,1,n,car,22.84,0,1,,13,0,28325,97,49,0,0,5063.95,5063.95,5000,63.95,0,0,0,5064.7,0,1,0,0
2500,2500,2500,36,14.65,86.24,C3,11,RENT,48000,1,n,debt_consolidation,14.68,0,1,75,7,1,2354,84.1,9,0,0,3118.866498,3118.87,2500,603.87,15,0,0,17.9,0,1,0,0
20000,20000,19875,60,22.35,556.37,F5,8,RENT,73000,1,n,debt_consolidation,14.1,0,0,78,4,1,9533,86.7,14,0,0,8224.9,8173.41,2666.4,4564.28,0,994.22,8.89,27.43,0,1,0,1
5000,5000,5000,36,10.65,162.87,B2,2,MORTGAGE,34000,1,n,debt_consolidation,15.11,0,2,,10,0,3820,57.9,21,0,0,5395.03,5395.03,5000,395.03,0,0,0,3931.16,0,1,0,0
4000,4000,4000,36,11.71,132.31,B3,n/a,RENT,25000,1,n,debt_consolidation,14.93,0,0,71,10,0,9993,36.5,23,0,0,4762.096269,4762.1,4000,762.1,0,0,0,135.3,0,1,0,0
9325,9325,9300,60,11.71,206.07,B3,4,MORTGAGE,46000,1,n,small_business,27.99,0,0,,7,0,8868,88.7,27,2149.11,2143.33,10081.77,10054.77,7175.9,2905.87,0,0,0,206.07,0,1,0,0
21600,21600,21600,36,15.27,751.64,C4,4,MORTGAGE,96000,1,n,debt_consolidation,9.51,0,2,,7,0,27423,89.6,14,0,0,7744.75,7744.75,4505.53,2243.48,0,995.74,9.59,751.64,0,1,0,1
10000,10000,10000,36,12.69,335.45,B5,1,MORTGAGE,110000,0,n,debt_consolidation,13.23,0,2,33,10,0,24473,63.1,21,0,0,12000.02722,12000.03,10000,2000.03,0,0,0,2288.88,0,1,0,0
6000,6000,6000,36,6.62,184.23,A2,n/a,RENT,21640,1,n,debt_consolidation,25.23,0,0,,10,0,5266,23.6,13,0,0,1396.17,1396.17,918.43,185.81,0,291.93,2.87,184.23,0,1,0,1
20000,20000,19775,60,12.42,449.15,B4,2,MORTGAGE,120000,1,n,debt_consolidation,9.54,0,1,,18,0,807,2.5,53,4660.63,4608.14,21985.94,21738.7,15339.37,6646.57,0,0,0,449.15,0,1,0,0
